sw_UG,"سواحلی (یوگنڈا)"
sv,سویڈش
sv_AX,"سویڈش (آلینڈ آئلینڈز)"
sv_SE,"سویڈش (سویڈن)"
sv_FI,"سویڈش (فن لینڈ)"
nd,"شمالی دبیل"
nd_ZW,"شمالی دبیل (زمبابوے)"
se,"شمالی سامی"
se_SE,"شمالی سامی (سویڈن)"
se_FI,"شمالی سامی (فن لینڈ)"
se_NO,"شمالی سامی (ناروے)"
sn,شونا
sn_ZW,"شونا (زمبابوے)"
so,صومالی
so_ET,"صومالی (ایتھوپیا)"
so_DJ,"صومالی (جبوتی)"
so_SO,"صومالی (صومالیہ)"
so_KE,"صومالی (کینیا)"
he,عبرانی
he_IL,"عبرانی (اسرائیل)"
ar,عربی
ar_JO,"عربی (اردن)"
ar_ER,"عربی (اریٹیریا)"
ar_IL,"عربی (اسرائیل)"
ar_DZ,"عربی (الجیریا)"
ar_BH,"عربی (بحرین)"
ar_TN,"عربی (تونس)"
ar_DJ,"عربی (جبوتی)"
ar_SS,"عربی (جنوبی سوڈان)"
ar_TD,"عربی (چاڈ)"
ar_SA,"عربی (سعودی عرب)"
ar_SD,"عربی (سوڈان)"
ar_SY,"عربی (شام)"
ar_SO,"عربی (صومالیہ)"
ar_IQ,"عربی (عراق)"
ar_OM,"عربی (عمان)"
ar_PS,"عربی (فلسطینی خطے)"
ar_QA,"عربی (قطر)"
ar_KM,"عربی (کوموروس)"
ar_KW,"عربی (کویت)"
ar_LB,"عربی (لبنان)"
ar_LY,"عربی (لیبیا)"
ar_AE,"عربی (متحدہ عرب امارات)"
ar_MA,"عربی (مراکش)"
ar_EG,"عربی (مصر)"
ar_EH,"عربی (مغربی صحارا)"
ar_MR,"عربی (موریطانیہ)"
ar_YE,"عربی (یمن)"
fa,فارسی
fa_AF,"فارسی (افغانستان)"
fa_IR,"فارسی (ایران)"
fr,فرانسیسی
fr_GQ,"فرانسیسی (استوائی گیانا)"
fr_DZ,"فرانسیسی (الجیریا)"
fr_BF,"فرانسیسی (برکینا فاسو)"
fr_BI,"فرانسیسی (برونڈی)"
fr_BE,"فرانسیسی (بیلجیم)"
fr_BJ,"فرانسیسی (بینن)"
fr_TN,"فرانسیسی (تونس)"
fr_TG,"فرانسیسی (ٹوگو)"
fr_DJ,"فرانسیسی (جبوتی)"
fr_TD,"فرانسیسی (چاڈ)"
fr_RW,"فرانسیسی (روانڈا)"
fr_RE,"فرانسیسی (ری یونین)"
fr_SC,"فرانسیسی (سشلیز)"
fr_CH,"فرانسیسی (سوئٹزر لینڈ)"
fr_BL,"فرانسیسی (سینٹ برتھلیمی)"
fr_PM,"فرانسیسی (سینٹ پیئر اور میکلیئون)"
fr_MF,"فرانسیسی (سینٹ مارٹن)"
fr_SN,"فرانسیسی (سینیگل)"
fr_SY,"فرانسیسی (شام)"
fr_FR,"فرانسیسی (فرانس)"
fr_PF,"فرانسیسی (فرانسیسی پولینیشیا)"
fr_GF,"فرانسیسی (فرینچ گیانا)"
fr_CG,"فرانسیسی (کانگو - برازاویلے)"
fr_CD,"فرانسیسی (کانگو - کنشاسا)"
fr_CI,"فرانسیسی (کوٹ ڈی آئیوری)"
fr_KM,"فرانسیسی (کوموروس)"
fr_CM,"فرانسیسی (کیمرون)"
fr_CA,"فرانسیسی (کینیڈا)"
fr_GN,"فرانسیسی (گنی)"
fr_GP,"فرانسیسی (گواڈیلوپ)"
fr_GA,"فرانسیسی (گیبون)"
fr_LU,"فرانسیسی (لکسمبرگ)"
fr_MQ,"فرانسیسی (مارٹینک)"
fr_MU,"فرانسیسی (ماریشس)"
fr_ML,"فرانسیسی (مالی)"
fr_YT,"فرانسیسی (مایوٹ)"
fr_MG,"فرانسیسی (مڈغاسکر)"
fr_MA,"فرانسیسی (مراکش)"
fr_MR,"فرانسیسی (موریطانیہ)"
fr_MC,"فرانسیسی (موناکو)"
fr_NE,"فرانسیسی (نائجر)"
fr_NC,"فرانسیسی (نیو کلیڈونیا)"
fr_CF,"فرانسیسی (وسط افریقی جمہوریہ)"
fr_WF,"فرانسیسی (ویلیز اور فیوٹیونا)"
fr_VU,"فرانسیسی (وینوآٹو)"
fr_HT,"فرانسیسی (ہیٹی)"
ff,فولہ
ff_SN,"فولہ (سینیگل)"
ff_CM,"فولہ (کیمرون)"
ff_GN,"فولہ (گنی)"
ff_MR,"فولہ (موریطانیہ)"
fo,فیروئیز
fo_FO,"فیروئیز (جزائر فارو)"
fo_DK,"فیروئیز (ڈنمارک)"
fi,فینیش
fi_FI,"فینیش (فن لینڈ)"
kk,قزاخ
kk_KZ,"قزاخ (قازقستان)"
hr,کراتی
hr_BA,"کراتی (بوسنیا اور ہرزیگووینا)"
hr_HR,"کراتی (کروشیا)"
ky,کرغیزی
ky_KG,"کرغیزی (کرغزستان)"
ks,کشمیری
ks_IN,"کشمیری (بھارت)"
kn,کنّاڈا
kn_IN,"کنّاڈا (بھارت)"
kw,کورنش
kw_GB,"کورنش (سلطنت متحدہ)"
ko,کوریائی
ko_KR,"کوریائی (جنوبی کوریا)"
ko_KP,"کوریائی (شمالی کوریا)"
qu,کویچوآ
qu_EC,"کویچوآ (ایکواڈور)"
qu_BO,"کویچوآ (بولیویا)"
qu_PE,"کویچوآ (پیرو)"
ca,کیٹالان
ca_IT,"کیٹالان (اٹلی)"
ca_AD,"کیٹالان (انڈورا)"
ca_FR,"کیٹالان (فرانس)"
ca_ES,"کیٹالان (ہسپانیہ)"
ki,کیکویو
ki_KE,"کیکویو (کینیا)"
rw,کینیاروانڈا
rw_RW,"کینیاروانڈا (روانڈا)"
gl,گالیشیائی
gl_ES,"گالیشیائی (ہسپانیہ)"
gu,گجراتی
gu_IN,"گجراتی (بھارت)"
lg,گینڈا
lg_UG,"گینڈا (یوگنڈا)"
lo,لاؤ
lo_LA,"لاؤ (لاؤس)"
lu,لبا-كاتانجا
lu_CD,"لبا-كاتانجا (کانگو - کنشاسا)"
lb,لکسمبرگیش
lb_LU,"لکسمبرگیش (لکسمبرگ)"
ln,لِنگَلا
ln_AO,"لِنگَلا (انگولا)"
ln_CG,"لِنگَلا (کانگو - برازاویلے)"
ln_CD,"لِنگَلا (کانگو - کنشاسا)"
ln_CF,"لِنگَلا (وسط افریقی جمہوریہ)"
lt,لیتھوینین
lt_LT,"لیتھوینین (لیتھونیا)"
lv,لیٹوین
lv_LV,"لیٹوین (لٹویا)"
ml,مالایالم
ml_IN,"مالایالم (بھارت)"
mt,مالٹی
mt_MT,"مالٹی (مالٹا)"
ms,مالے
ms_BN,"مالے (برونائی)"
ms_SG,"مالے (سنگاپور)"
ms_MY,"مالے (ملائشیا)"
mr,مراٹهی
mr_IN,"مراٹهی (بھارت)"
fy,"مغربی فریسیئن"
fy_NL,"مغربی فریسیئن (نیدر لینڈز)"
mk,مقدونیائی
mk_MK,"مقدونیائی (مقدونیہ)"
mg,ملاگاسی
mg_MG,"ملاگاسی (مڈغاسکر)"
mn,منگولین
mn_MN,"منگولین (منگولیا)"
gv,مینکس
gv_IM,"مینکس (آئل آف مین)"
no,نارویجین
no_NO,"نارویجین (ناروے)"
nb,"نارویجین بوکمل"
nb_SJ,"نارویجین بوکمل (سوالبرڈ اور جان ماین)"
nb_NO,"نارویجین بوکمل (ناروے)"
nn,"نورویجینی نینورسک"
nn_NO,"نورویجینی نینورسک (ناروے)"
ne,نیپالی
ne_IN,"نیپالی (بھارت)"
ne_NP,"نیپالی (نیپال)"
vi,ویتنامی
vi_VN,"ویتنامی (ویتنام)"
cy,ویلش
cy_GB,"ویلش (سلطنت متحدہ)"
es,ہسپانوی
es_AR,"ہسپانوی (ارجنٹینا)"
es_GQ,"ہسپانوی (استوائی گیانا)"
es_SV,"ہسپانوی (ال سلواڈور)"
es_EC,"ہسپانوی (ایکواڈور)"
es_BR,"ہسپانوی (برازیل)"
es_BO,"ہسپانوی (بولیویا)"
es_BZ,"ہسپانوی (بیلائز)"
es_PA,"ہسپانوی (پانامہ)"
es_PY,"ہسپانوی (پیراگوئے)"
es_PE,"ہسپانوی (پیرو)"
es_PR,"ہسپانوی (پیورٹو ریکو)"
es_CL,"ہسپانوی (چلی)"
es_DO,"ہسپانوی (ڈومنیکن جمہوریہ)"
es_US,"ہسپانوی (ریاستہائے متحدہ)"
es_EA,"ہسپانوی (سیئوٹا اور میلیلا)"
es_PH,"ہسپانوی (فلپائن)"
es_CR,"ہسپانوی (کوسٹا ریکا)"
es_CO,"ہسپانوی (کولمبیا)"
es_IC,"ہسپانوی (کینری آئلینڈز)"
es_CU,"ہسپانوی (کیوبا)"
es_GT,"ہسپانوی (گواٹے مالا)"
es_MX,"ہسپانوی (میکسیکو)"
es_NI,"ہسپانوی (نکاراگووا)"
es_VE,"ہسپانوی (وینزوئیلا)"
es_ES,"ہسپانوی (ہسپانیہ)"
es_HN,"ہسپانوی (ہونڈاروس)"
es_UY,"ہسپانوی (یوروگوئے)"
hi,ہندی
hi_IN,"ہندی (بھارت)"
hu,ہنگیرین
hu_HU,"ہنگیرین (ہنگری)"
ha,ہؤسا
ha_GH,"ہؤسا (گھانا)"
ha_NE,"ہؤسا (نائجر)"
ha_NG,"ہؤسا (نائجیریا)"
yi,یدش
yo,یوروبا
yo_BJ,"یوروبا (بینن)"
yo_NG,"یوروبا (نائجیریا)"
uk,یوکرینیائی
uk_UA,"یوکرینیائی (یوکرین)"
el,یونانی
el_CY,"یونانی (قبرص)"
el_GR,"یونانی (یونان)"
ug,یوئگہر
ug_CN,"یوئگہر (چین)"
kl,كالاليست
kl_GL,"كالاليست (گرین لینڈ)"
